index,EXPNUM,NITE,EXPTIME,BAND,OBJECT,T_EFF
32,680438,20170922,90.0,g,DES survey hex -462-430 tiling 8,0.762
33,678989,20170917,90.0,g,DES survey hex 299-197 tiling 7,0.764
34,686401,20171012,90.0,g,DES survey hex -441-592 tiling 8,0.765
35,668623,20170817,90.0,g,DES survey hex -111-633 tiling 8,0.766
36,691233,20171026,90.0,g,DES survey hex 16-349 tiling 9,0.766
37,686448,20171012,90.0,g,DES survey hex -183-633 tiling 9,0.767
38,689401,20171020,90.0,g,DES survey hex 556-511 tiling 7,0.768
39,678920,20170917,90.0,g,DES survey hex 212-14 tiling 9,0.768
40,686428,20171012,90.0,g,DES survey hex -439-440 tiling 8,0.769
41,694149,20171108,90.0,g,DES survey hex -124+16 tiling 8,0.769
42,691287,20171026,90.0,g,DES survey hex 359-603 tiling 8,0.769
43,689782,20171021,90.0,g,DES survey hex 112-420 tiling 8,0.769
44,694149,20171108,90.0,g,DES survey hex -124+16 tiling 8,0.769
45,687945,20171016,90.0,g,DES survey hex 224-450 tiling 7,0.77
46,672733,20170827,90.0,g,DES survey hex 148+47 tiling 8,0.771
47,689788,20171021,90.0,g,DES survey hex 155-420 tiling 8,0.771
48,671598,20170824,90.0,g,DES survey hex -271-410 tiling 8,0.772
49,694182,20171108,90.0,g,DES survey hex 36-65 tiling 9,0.772
50,688890,20171019,90.0,g,DES survey hex -122-420 tiling 9,0.773
51,689435,20171020,90.0,g,DES survey hex 393-592 tiling 8,0.773
53,689424,20171020,90.0,g,DES survey hex 455-572 tiling 8,0.774
54,690926,20171025,90.0,g,DES survey hex 591-542 tiling 7,0.774
55,691301,20171026,90.0,g,DES survey hex 425-582 tiling 8,0.775
56,690924,20171025,90.0,g,DES survey hex 566-552 tiling 7,0.776
57,678962,20170917,90.0,g,DES survey hex 451+16 tiling 8,0.777
58,678919,20170917,90.0,g,DES survey hex 196-4 tiling 9,0.778
59,689427,20171020,90.0,g,DES survey hex 485-582 tiling 8,0.779
60,668637,20170817,90.0,g,DES survey hex 36+16 tiling 7,0.779
61,671600,20170824,90.0,g,DES survey hex -251-420 tiling 8,0.78
62,672730,20170827,90.0,g,DES survey hex 132+37 tiling 8,0.781
63,685384,20171009,90.0,g,DES survey hex -599-603 tiling 7,0.781
64,690906,20171025,90.0,g,DES survey hex 254-481 tiling 9,0.781
65,694215,20171108,90.0,g,DES survey hex -40-633 tiling 9,0.782
66,669987,20170820,90.0,g,DES survey hex -139-471 tiling 8,0.783
67,687533,20171015,90.0,g,DES survey hex -263-521 tiling 9,0.783
68,689296,20171020,90.0,g,DES survey hex 149-197 tiling 8,0.783
69,688902,20171019,90.0,g,DES survey hex 19-461 tiling 8,0.784
70,687974,20171016,90.0,g,DES survey hex 379-501 tiling 8,0.784
71,688252,20171017,90.0,g,DES survey hex 454-491 tiling 8,0.784
72,672739,20170827,90.0,g,DES survey hex 180+47 tiling 8,0.784
