index,EXPNUM,NITE,EXPTIME,BAND,OBJECT,T_EFF
300,689807,20171021,90.0,i,DES survey hex 224-450 tiling 8,1.113
301,682015,20170926,90.0,i,DES survey hex -12+6 tiling 8,1.113
302,669983,20170820,90.0,i,DES survey hex -163-461 tiling 8,1.113
303,686427,20171012,90.0,i,DES survey hex -321-450 tiling 8,1.115
304,672081,20170825,90.0,i,DES wide hex 489-308 tiling 10,1.115
305,677281,20170913,90.0,i,DES survey hex -217-623 tiling 8,1.117
306,677279,20170913,90.0,i,DES survey hex -219-643 tiling 8,1.118
307,677279,20170913,90.0,i,DES survey hex -219-643 tiling 8,1.118
308,680492,20170922,90.0,i,DES survey hex -257-481 tiling 8,1.118
309,677225,20170913,90.0,i,DES survey hex -481-481 tiling 8,1.119
310,686457,20171012,90.0,i,DES survey hex -297-440 tiling 8,1.12
311,681944,20170926,90.0,i,DES survey hex -395-14 tiling 7,1.121
312,682457,20170927,90.0,i,DES survey hex -2-450 tiling 8,1.121
313,678855,20170917,90.0,i,DES survey hex -125-572 tiling 8,1.122
314,681289,20170924,90.0,i,DES survey hex 308-14 tiling 8,1.122
315,681556,20170925,90.0,i,DES survey hex -254-633 tiling 8,1.123
316,689813,20171021,90.0,i,DES survey hex 292-461 tiling 8,1.124
317,682460,20170927,90.0,i,DES survey hex 22-440 tiling 8,1.124
318,681924,20170926,90.0,i,DES survey hex -505-511 tiling 9,1.125
319,670452,20170821,90.0,i,DES survey hex 244+26 tiling 8,1.126
320,692065,20171028,90.0,i,DES survey hex 356-24 tiling 8,1.127
321,678802,20170917,90.0,i,DES survey hex -360-562 tiling 7,1.127
322,689811,20171021,90.0,i,DES survey hex 269-450 tiling 8,1.128
323,689292,20171020,90.0,i,DES survey hex 132-207 tiling 8,1.129
324,677271,20170913,90.0,i,DES survey hex -325-633 tiling 7,1.129
325,687539,20171015,90.0,i,DES survey hex -305-481 tiling 9,1.129
326,693203,20171031,90.0,i,DES survey hex 517-420 tiling 8,1.13
327,678902,20170917,90.0,i,DES survey hex 116-14 tiling 8,1.131
328,689654,20171021,90.0,i,DES survey hex -75-440 tiling 9,1.131
329,681713,20170925,90.0,i,DES survey hex 151-278 tiling 8,1.131
